nid,vid,type,language,title,uid,status,created,changed,comment,promote,sticky,tnid,translate,pubdate,body
186,186,communication,und,"Risk, Reward and the Green Shoots of Spring",1,1,1312846603,1312846603,0,1,0,0,0,2009-05-01T00:00:00,"<p>
	<em>George Hosfield, CFA, is Ferguson Wellman&rsquo;s chief investment officer and chairs the firm' Investment Policy Committee.</em><br />
	<br />
	<strong><em>For the first time in more than two years, we believe it is now prudent to begin increasing exposure to equity asset classes.</em></strong> While the market has rallied strongly of late, in our view our;decision is more about time than price. In other words, our shift in thinking (and our appetite for increasing portfolio risk) is a function of our heightened confidence that a bottom in economic activity is reasonably close at hand, and that a resumption in corporate profit growth can now occur within the next six months or so. Fundamentally, this is more important to us than a specific market price or level. In that context, gradually increasing equity exposure is prudent in our view.<br />
	;<br />
	<strong>Equity Market Recent Performance</strong><br />
	In recent weeks, the market has mounted a very impressive rally (almost 28 percent from the March lows) albeit from deeply oversold, near &ldquo;apocalyptic&rdquo; levels. As fears of a complete meltdown of the core of the financial system have subsided, equities have responded accordingly. It is becoming increasingly evident that the primary catalysts for improvement in the operation of the gears of the financial system have moved beyond the direct beneficiaries of government aid. It now appears that genuine &ldquo;healing&rdquo; is developing (especially in the all important credit markets) and is somewhat more broad-based. This is good news, and a stabilizing financial system is evidence that the &ldquo;keel&rdquo; of the financial system is starting to work.<br />
	;<br />
	In our last email communication, &ldquo;Stemming the Tide&rdquo; (February 28, 2009), we thought equities could fall further. They did in fact, and declined a whopping 12 percent, reaching their nadir on March 9. We did not recommend an asset allocation change at that time, believing that equities were too cheap to sell, yet it was too early to buy. Our thesis was straightforward, equities would remain in a volatile trading range for perhaps as long as six months, as the market would continue to be buffeted by storms of negative economic data. We also stated that it was our opinion that late this year, equities would begin to discount an economic recovery commencing in 2010. This discounting process, and the associated;firmer market (tone), would precede the arrival of improving economic data by about six months.<br />
	;<br />
	<strong>Green Shoots</strong><br />
	The number of &ldquo;green shoots&rdquo; that have bubbled up over the last few weeks has been quite remarkable. While individually they are less than impressive,;collectively they represent more than anecdotal evidence of (at a minimum) a moderation in the rate of decline in both U.S. and global economic activity. House price declines are slowing, consumer confidence is rising, U.S. durable goods orders have rebounded, and earlier this week the Federal Reserve announced that they would hold off their boosting of;purchases of both U.S. Treasury bonds and mortgage-backed securities as they gauge the strength of green shoots (Bernanke&rsquo;s words) of the emerging economic recovery.</p>
<p>
	<strong>Why Now?</strong><br />
	We believe that adding to stocks is now appropriate for the following reasons: (1) There is mounting evidence that S&amp;P 500 earnings could trough as early as Q3. (2) Investor expectations relative to those earnings have declined so precipitously that the risk/reward relationship for stocks is now much more favorable. In other words, Wall Street&rsquo;s earnings expectations are now finally low enough that earnings could actually &ldquo;surprise&rdquo; on the upside. To that end, there is some evidence that this has already begun; with more than 70 percent of the companies in the S&amp;P 500 now having reported their Q1 earnings, these companies have surpassed estimates by an average of 6 percent.<br />
	;<br />
	<strong>What are we buying?</strong><br />
	Generally speaking, we will initially place emphasis on traditional &ldquo;early cyclical&rdquo; sectors and stocks. In terms of asset class preference, we favor both domestic small-cap stocks and emerging market stocks. In the large-cap universe, we are positioning for the &ldquo;reflation trade;&rdquo; that is, additional commitments to the technology, basic materials, consumer discretionary and financial sectors. All are generic beneficiaries of economic growth or (directionally) an increasing rate of economic growth.<br />
	;<br />
	<strong>How rapidly will we increase our exposure to equities?</strong><br />
	The recovery we anticipate will be anything but a straight line. This week it was reported that the US economy contracted 6.1 percent in the first quarter. Coupled with a 6.3 percent decline in the last quarter of 2008, we have now endured the weakest six months for GDP since a six-month period from 1957 to 1958. Furthermore, with unemployment at 8.5 percent and rising, both the economy and the stock market will certainly walk a crooked road toward recovery.<br />
	;<br />
	With that in mind, we envision scaling further into equities in the months ahead. This will be achieved through perhaps as many as three or four purchases (tranches). Importantly, we believe that the weight of the evidence supports a reasonably strong case for recovery, and therefore any material selloff in the market would very likely precipitate an <em>acceleration of our plans to add to equity asset classes.</em><br />
	;<br />
	As we have said many times before, we are grounded solidly by our respect for risk and reward, and it is therefore our desire to catch the major market moves, avoiding any attempts to time short-term fluctuations&mdash;a strategy, we believe,;that is fraught with peril.<br />
	<em>;<br />
	The information provided herein is for educational purposes only and should not be construed as investment advice or as an offer or solicitation. Not all securities are suitable investments for all investors; therefore, Ferguson Wellman Capital Management will not necessarily implement any particular strategies discussed herein for all clients. We recommend that you discuss questions regarding your individual portfolio and investment strategies with your portfolio manager.</em></p>
"
187,187,communication,und,The Return of Volatility,1,1,1312846968,1314645245,0,1,0,0,0,2010-05-10T00:00:00,"<p>
	<em>George Hosfield, CFA, is Ferguson Wellman&rsquo;s chief investment officer and chairs the firm' Investment Policy Committee. ""</em></p>
<p>
	After months of low market volatility, equity markets swung wildly last Thursday as the Dow Jones Industrial Average plunged as much as 998 points (9.2 percent), before paring its drop to 347 points by the close. Given the speed and the magnitude of the drop, it was clear that the price movement was not normal. Despite persistent rumors of trading error, we may never know what errors&hellip;(if any)&hellip;were behind this volatility. However, we do know this occurred against a backdrop of mounting global uncertainty. ""</p>
<p>
	<br />
	<img alt="""" src=""http://images.emailroi.com/users/fwcm/library24.jpg"" style=""width: 314px; height: 235px;"" /><br />
	<strong>""""Is this 2008 all over again? </strong></p>
<p>
	NO. The underlying fundamentals behind this rapid decline are exactly the opposite. Rather than an economy in decline; today, the economy and corporate earnings are improving and gaining momentum. The most recent illustration of this point was Friday' April payroll data that revealed that employment in the U.S. jumped by 290,000 jobs last month&hellip;the most in four years. Similar improvements have been seen recently in leading indicators such as the Purchasing Managers&rsquo; Index (PMI) and the Consumer Confidence Index. In short, heading into this correction, growth data in the U.S. and in many parts of the world have been accelerating, thus providing a powerful force to counter the headwinds from the problems in Europe. ""</p>
<p>
	<strong>Where do equity prices go from here? </strong></p>
<p>
	Virtually without pause, the equity markets have climbed for the past 14 months without a material correction. We believe we are experiencing an overdue correction in what remains a bull market. Dramatic market declines have a mixed history of reversing quickly. Though never pleasant or easy to predict, corrections are not unusually and are at times necessary in order to consolidate gains before ultimately moving ahead.</p>
<p>
	""""<strong>How significant is the situation in Greece? </strong></p>
<p>
	Comparatively speaking, Greece is a very small country. However, the prospect of its debt crisis being a preview of &ldquo;coming attractions&rdquo; from the likes of Portugal, Spain and others is a material, and legitimate concern. In the short term, the International Monetary Fund (IMF) and the European Union (EU) have no choice but to bailout Greece. In order to stabilize the situation the EU must also engage in &ldquo;quantitative easing,&rdquo; which is the purchase of the sovereign debt of other troubled nations. The capital markets need to know that the EU is firmly committed to doing whatever is necessary to stop this contagion. Unfortunately, up to this point their policy response has been slow and underwhelming. Longer term, this may very well mark the end of the EU as we now know it as ultimately it may be divided into a northern and southern region, with multiple currencies. ""</p>
<p>
	<strong>Do current events warrant any tactical portfolio changes?</strong></p>
<p>
	Yes. Though we have been underweight Europe relative to the Morgan Stanley Composite Index for Europe, Australiasia and the Far East (MSCI EAFE) benchmark for more than a year, at this juncture we are also modestly reducing our overall commitment to international equities to what we refer to as a &ldquo;neutral&rdquo; allocation. Bottom line, the turnaround in Europe will take longer than many investors currently expect and most certainly will be achieved through further devaluation of the Euro. In the short run, this will continue to make the dollar a comparatively safe haven. As such, our allocation strategy remains overweight U.S. equities and emerging markets. Going forward, we continue to look for an opportune time to initiate a position in &ldquo;tactical assets&rdquo; as a hedge against mounting monetary disorder. """"The information provided herein is for educational purposes only and should not be construed as investment advice or as an offer or solicitation. Not all securities are suitable investments for all investors; therefore, Ferguson Wellman Capital Management will not necessarily implement any particular strategies discussed herein for all clients. We recommend that you discuss questions regarding your individual portfolio and investment strategies with your portfolio manager.<br />
	<br />
	<br />
	<br />
	<br />
	</p>
"
188,188,communication,und,Bonfire of the Currencies,1,1,1312847717,1312847755,0,1,0,0,0,2010-07-06T00:00:00,"<p>
	<em>George Hosfield, CFA , is Ferguson Wellman' chief investment officer and chairs the firm' Investment Policy Committee.</em></p>
<p>
	In a move that we have referenced several times over the past six months May 7, 2010 Capital Market Update, <a href=""return-volatility"">&quot;The Return of Volatility,&quot;</a> we are now initiating a modest commitment to our Tactical Assets investment strategy. Though admittedly vague as a descriptor, we consider Tactical Assets to be a variety of instruments or asset classes that have a relatively low correlation to conventional stocks and bonds. In this case, our initial purchase will be of the gold through the exchange traded fund, &quot;GLD.&quot; It' important to note that this is not motivated by any near-term inflation fears. Rather, it is an intended hedge against accelerating concerns of currency debasement and monetary disorder.</p>
<p>
	Given the budgetary and debt problems of southern Europe, the related swoon in the Euro, and the near $1 trillion stabilization package by the European Union to bail out Greece -- global monetary stress is clearly mounting. Unfortunately, history has shown that governments more frequently resort to currency devaluation than the difficult austerity measures, such as cutting spending and raising taxes, to resolve fiscal crises. While Europe is beginning to address its fiscal imbalances, its currency will likely slide further as economic growth slows or nudges back into recession.</p>
<p>
	<img alt="""" src=""http://images.emailroi.com/users/fwcm/library25.jpg"" style=""width: 314px; height: 235px;"" /></p>
<p>
	Of further concern, Portugal, Ireland, Greece and Spain (often referred to in the media as &quot;PIGS&quot;) are far from alone. The fiscal crisis in the developed world is enormous. Though the dollar has rallied relative to the Euro this year, it is not as if our fiscal house is in order. Clearly we, and much of the developed world, are on an unsustainable fiscal path. Fortunately, and unlike Greece, in the U.S. we still control our fiscal destiny. ""</p>
<p>
	Historically, gold has proved to be an excellent hedge against the profligate use of the printing press, and monetary disorder in general. Though gold prices have risen handsomely this year, the move could be much more significant should concerns over the collective balance sheets of the developed world mount. Ironically, as this position in gold is intended to be a hedge, we hope this doesn&#39;t prove to be a terribly rewarding investment &hellip; only time will tell. ""</p>
<p>
	<em>The information provided herein is for educational purposes only and should not be construed as investment advice or as an offer or solicitation. Not all securities are suitable investments for all investors; therefore, Ferguson Wellman Capital Management will not necessarily implement any particular strategies discussed herein for all clients. We recommend that you discuss questions regarding your individual portfolio and investment strategies with your portfolio manager.</em></p>
"
189,189,communication,und,"From the ""Second Derivative"" to Growth",1,1,1312848092,1312848092,0,1,0,0,0,2009-09-10T00:00:00,"<p>
	<em>George Hosfield, CFA, is Ferguson Wellman&rsquo;s chief investment officer and chairs the firm' Investment Policy Committee.</em></p>
<p>
	<br />
	<strong>Economic Backdrop""</strong></p>
<p>
	In our Capital Markets Update from May 1 titled, &ldquo;Risk, Reward and the Green Shoots of Spring,&rdquo; we outlined the case for beginning to increase exposure to equities on a belief that the rate of decline &ndash; known as the &ldquo;second derivative&rdquo; &ndash; in both U.S. and global economic growth was moderating. With industrial production, retail sales and even employment improving, in our view, the debate about recession versus recovery will soon be over. Further, GDP growth will likely be positive ""this quarter.;; </p>
<p>
	<br />
	<strong>Asset Allocation""</strong></p>
<p>
	The market has certainly come a long way in a short period of time, yet a correction is not out of the question.; However, with earnings expectations rising and a significant amount of cash;on the sidelines (most investors have &ldquo;missed&rdquo; this rebound), a material sell-off may not be imminent. With this in view, we continue to opportunistically increase our allocation to large-cap equities.;On the other hand, with a possible Fed policy tightening in 2010, we are taking steps to reduce our fixed income commitment and to shorten the duration of those holdings.</p>
<p>
	<br />
	<strong>Sector Focus: Industrials</strong></p>
<p>
	""In order to gain greater leverage to the global economic recovery, among our domestic equities, we have recently reduced our allocation to defensive sectors, such as consumer staples and telecommunications and committed the proceeds in cyclical sectors such as basic materials, technology and industrials. To that end, below are some comments from Principal and CEO Jim Rudd who manages the industrials sector for the firm.</p>
<p>
	We have made a conscious effort to move our portfolios to a more aggressive/cyclical posture. Nowhere is that more evident than our industrials sector. This space is littered with industries that highlight two areas we believe are true &ldquo;growth&rdquo; themes for the next several years: emerging;economies and infrastructure. The underlying drivers of infrastructure;spending in emerging economies are;urbanization, income growth, modernization, environmental, energy, and economic productivity. This phenomenon is occurring around the world and is particularly robust in Brazil, Russia, India and China (the BRICs).</p>
<p>
	In short, we are buying names that are leveraged to global growth. Emerging markets are projected to grow at nearly three times the rate of developed markets in 2010. Therefore we want to own companies that have a substantial portion of their sales outside of the U.S. Another aspect of emerging economies is their increasing;consumption;of energy and commodities.; In addition,;this sector benefits from dollar weakness which in recent months has made our products;more affordable overseas.</p>
<p>
	Global stimulus packages have;focused on the infrastructure theme, and while some projects are more shovel ready than others, we believe it is an investible theme over the next several years. These infrastructure projects are massive in scope and are multi-year projects, which gives companies a great deal of visibility into the future.;Given our desire to maximize our leverage to global growth within the industrial sector, we have reduced our commitment to more domestically focused industries,;such as railroads and defense contractors.</p>
<p>
	<em>The information provided herein is for educational purposes only and should not be construed as investment advice or as an offer or solicitation. Not all securities are suitable investments for all investors; therefore, Ferguson Wellman Capital Management will not necessarily implement any particular strategies discussed herein for all clients. We recommend that you discuss questions regarding your individual portfolio and investment strategies with your portfolio manager.</em></p>
<p>
	</p>
"
190,190,communication,und,Aren't We Out of the Woods Yet?,1,1,1312848277,1312848277,0,1,0,0,0,2008-11-12T00:00:00,"<p>
	<em>George Hosfield, CFA, is Ferguson Wellman&rsquo;s chief investment officer and chairs the firm' Investment Policy Committee. In addition, he is a member of the equity team with responsibility for management of the consumer discretionary sector on a global basis. He is a principal of the firm.</em><br />
	<br />
	Now that the election is behind us, the G7 members have initiated significant rate cuts, and the Troubled Assets Relief Program (TARP) has been spread to provide cover for an increasing array of financial institutions. If there is seemingly greater certainty than one month ago, why has the market retreated 12 percent in just five trading days to flirt with its October lows? At the risk of oversimplifying, the panicked selling of September and early October was in response to fears about the very integrity of the financial system. Unprecedented government intervention worldwide has reduced systemic risk to the financial system, but investors are now coming to grips with adequately discounting the effects of a global recession.<br />
	<br />
	<strong>How low might stocks fall?</strong><br />
	Though no one can answer with certainty, we believe the floor will be near the intraday low established last month. As of this writing, the Dow was trading at 8,282. The lowest close this cycle was 8,176 on October 27, but the absolute low was intraday on October 10 at 7,883. Fundamentally, the stock market is discounting a 40 percent decline in corporate earnings. If this comes to pass, it would be the most severe earnings decline since World War II. For stocks to rationally fall further from here, actual earnings would need to decline materially from the current projection, which is something that we are monitoring closely.<br />
	<br />
	<strong>What will we do if stocks penetrate October&rsquo;s low?</strong><br />
	We would modestly begin adding to stocks. Current recession notwithstanding, given what we know now, a Dow below 7,900 offers a compelling value to long-term investors. We are clearly not alone in this sentiment as we need look back only 30 days for validation of this theory. Specifically, when the Dow hit 7,883 intraday on October 10, it attracted a wave of buyers from the sidelines, fueling a rally that brought the Dow to a close of 8,451 on that day and continued up to 9,387 on October 13.<br />
	<br />
	<strong>When might stocks mount a sustained rally?</strong><br />
	In the months ahead, we expect headlines to be grim as economic activity falters and unemployment likely (painfully) rises above 8 percent. At this juncture, we believe current consensus expectations of a resumption of economic growth in the third quarter of next year are too optimistic. Rather, we believe sustained economic growth is not likely to return until 2010. That said, equity markets are likely to be locked in a volatile trading range for the next six to nine months.<br />
	<br />
	Currently, our mission with respect to asset allocation and stock selection is to balance protection of principal and income production from dividends with an opportunity to participate when the market inevitably rebounds. To this point, I would like to close with a quote from Warren Buffett&rsquo;s op-ed piece from the <em>New York Times </em>on October 17: <em><strong>&ldquo;I can&rsquo;t predict the short-term movements of the stock market. I haven&rsquo;t the faintest idea as to whether stocks will be higher or lower a month &ndash; or a year from now. What is likely, however, is that the market will move higher, perhaps substantially so, well before either sentiment or the economy turns up. So if you wait for the robins, spring will be over.&rdquo;</strong></em><br />
	<br />
	<em>The information provided herein is for educational purposes only and should not be construed as investment advice or as an offer or solicitation. Not all securities are suitable investments for all investors; therefore, Ferguson Wellman Capital Management will not necessarily implement any particular strategies discussed herein for all clients. We recommend that you discuss questions regarding your individual portfolio and investment strategies with your portfolio manager.</em></p>
"
191,191,communication,und,A Perspective on Municipal Bonds,1,1,1312848778,1312848778,0,1,0,0,0,2010-12-09T00:00:00,"<p>
	<strong>Overview </strong></p>
<p>
	With stubbornly high unemployment, shaky consumer confidence and tepid economic growth hampering income and sales tax revenues, concerns have been raised about the ability of various state and local governments to meet projected budget shortfalls. With that in view, we thought it timely to weigh-in on the state of the municipal bond market by providing our perspective and some facts. ""</p>
<p>
	<strong>While municipal finances remain challenged, recent municipal bond market volatility is due to a spike in the supply of newly issued bonds, not a sudden deterioration in credit. </strong></p>
<p>
	Due to fears that Congress may not extend the taxable Build America Bonds (BABS) program past year end, many municipalities are rushing to issue BABS, along with tax-exempt bonds. As a result, a slew of new bonds has hit the market in recent weeks. Also, if the BABS program is not extended, we could see tax-exempt supply increase by one-third next year. Coupled with the fact that taxes may not be rising as fast as expected, future demand for municipal bonds may soften, thus creating the unfavorable near-term supply imbalance. ""</p>
<p>
	<strong>If anything, municipal credit quality has modestly improved this year.</strong></p>
<p>
	""Recent articles about deteriorating credit scenarios for states and local municipalities abound. This is not new information-these same concerns about municipal credit quality have been expressed for the last few years. While local governments face budget shortfalls, the majority of municipalities are beginning to address their individual problems, and we are observing subtle signs of an improving situation. In fact, many municipalities are actually seeing small revenue increases, making initial budget cuts, and negotiating with employees over wages and benefits. Furthermore, unlike the federal government, state and local governments are mandated by law to run on balanced budgets.</p>
<p>
	<strong>""""In general municipalities, have manageable debt loads and will go to great lengths to protect their credit ratings and their access to inexpensive public financing. </strong></p>
<p>
	Municipal debt payments are generally a modest 5 to 10 percent of total general fund expenditures for the average municipality. In addition, issuers have historically spared no effort to ensure that bondholders are made whole, even at the expense of other payments or lower priority creditors. ""</p>
<p>
	<strong>Municipal defaults are still extremely rare, which explains why they are so newsworthy. </strong></p>
<p>
	In the unlikely event of a default, the ability of municipal bondholders to ultimately recover principal and interest payments has been high, with recovery close to 100 percent for general obligation and essential revenue bonds. Many municipalities, such as those in Oregon, are prohibited by statute from filing for Chapter 9; instead, services must be cut back to balance budgets "".</p>
<p>
	<strong>General state and local government budget facts </strong></p>
<ul>
	<li>
		Many municipalities have tapped unreserved fund balances and rainy day funds ""</li>
	<li>
		Throughout 2010, approximately 77 percent of states enacted budget cuts ""</li>
	<li>
		States have decreased employment rolls by 39,000 since August of 2008</li>
	<li>
		Local municipalities have decreased employees by 368,000 since August of 2008 ""</li>
	<li>
		56 percent of states enacted tax and fee increases ""</li>
	<li>
		On average, state tax revenue rose 3.9 percent in the third quarter, creating a third straight quarterly gain ""</li>
</ul>
<p>
	<strong>Public pension plan facts </strong></p>
<ul>
	<li>
		Funding levels from the 1950s to the 1970s were the same or lower than today</li>
	<li>
		The average state pension was funded at 84 percent in 2008, higher than the average in 1970</li>
	<li>
		Even states with the weakest funding rates had enough assets at the end of 2009 to cover pension costs by 10 times or more</li>
	<li>
		State and local governments still need to address their pension liability issues; however, unfunded pension liabilities, by themselves, do not mean budgetary insolvency and default</li>
</ul>
<p>
	""""Ferguson Wellman has not changed its strategy on municipal bonds based upon the recent market volatility.</p>
<p>
	Although the historical incidence of a municipality failing to meet its debt is extremely rare, the risk of default still exists. The political climate also has a direct bearing on how the municipality chooses to address its financial challenges. Nonetheless, the severity of problems facing municipalities varies greatly from state to state and from city to city.</p>
"
192,192,communication,und,The Great Depression,1,1,1312855494,1312855526,0,1,0,0,0,2006-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2006_Q1.pdf"">Download PDF</p>"
193,193,communication,und,Cool Hand Luke,1,1,1312855833,1312855833,0,1,0,0,0,2006-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2006_Q2.pdf"">Download PDF</p>"
194,194,communication,und,Twin Peaks,1,1,1312856017,1312856017,0,1,0,0,0,2006-10-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2006_Q3.pdf"">Download PDF</p>"
195,195,communication,und,Objects in the Mirror,1,1,1312856085,1312856085,0,1,0,0,0,2007-01-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2006_Q4.pdf"">Download PDF</p>"
196,196,communication,und,New Century,1,1,1312856155,1312856155,0,1,0,0,0,2007-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2007_Q1.pdf"">Download PDF</p>"
197,197,communication,und,Booming Asia,1,1,1312856211,1312856211,0,1,0,0,0,2007-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2007_Q2.pdf"">Download PDF</p>"
198,198,communication,und,Boom and Gloom,1,1,1312856286,1312856286,0,1,0,0,0,2007-10-01T00:00:00,"<p>
	<a href=""[site:url]sites/default/files/documents/market/market_letter_2007_Q3.pdf"">Download PDF</a></p>
"
199,199,communication,und,Hurricane Hunters,1,1,1312856347,1312856347,0,1,0,0,0,2008-01-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2007_Q4.pdf"">Download PDF</p>"
200,200,communication,und,Crisis in Perspective,1,1,1312856607,1312856607,0,1,0,0,0,2008-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2008_Q1.pdf"">Download PDF</p>"
201,201,communication,und,Rough Rice,1,1,1312856664,1312856664,0,1,0,0,0,2008-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2008_Q2.pdf"">Download PDF</p>"
202,202,communication,und,Hubris,1,1,1312856751,1312856751,0,1,0,0,0,2008-10-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2008_Q3.pdf"">Download PDF</p>"
203,203,communication,und,The Storm Before the Calm,1,1,1312856827,1312856827,0,1,0,0,0,2009-01-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2008_Q4.pdf"">Download PDF</p>"
204,204,communication,und,"Mustard Seeds, Minksy, and the ""The Great De-Cession""",1,1,1312856908,1312856908,0,1,0,0,0,2009-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2009_Q1.pdf"">Download PDF</p>"
205,205,communication,und,Recovery?,1,1,1312856970,1312856970,0,1,0,0,0,2009-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2009_Q2.pdf"">Download PDF</p>"
206,206,communication,und,"Why Should We... ""Stay the Course"" ... ?",1,1,1312857049,1312857049,0,1,0,0,0,2011-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2011_Q2.pdf"">Download PDF</p>"
208,208,communication,und,"Synchronicity, Reflexivity, and Fiat Money",1,1,1312907989,1312907989,0,0,0,0,0,2009-10-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2009_Q3.pdf"">Download PDF</p>"
209,209,communication,und,Gold... Fair and Balanced,1,1,1312908059,1312908059,0,0,0,0,0,2010-01-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2009_Q4.pdf"">Download PDF</p>"
210,210,communication,und,"""Gray"" Matters",1,1,1312908122,1312908122,0,0,0,0,0,2010-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2010_Q1.pdf"">Download PDF</p>"
211,211,communication,und,"A-Synchronicity, and the Case for Stocks",1,1,1312908201,1312908201,0,0,0,0,0,2010-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2010_Q2.pdf"">Download PDF</p>"
212,212,communication,und,Schizophrenic Year for Equities,1,1,1312908319,1312908319,0,0,0,0,0,2010-10-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2010_Q3.pdf"">Download PDF</p>"
213,213,communication,und,Outlook 2011,1,1,1312908394,1318366899,0,0,0,0,0,2011-01-01T00:00:00,"<p><a href=""[site:url]sites/default/files/documents/market/market_letter_2010_Q4.pdf"">Download PDF</a></p>"
